,name,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year,Company,YEAR
8199,Lydia Stumpmeyer (Earth-616),Public Identity,Neutral Characters,,Red Hair,Female Characters,,Living Characters,3.0,Apr-09,2009.0,Marvel,
8200,Madame Mauser (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8201,Marinette Bwa Chech (Earth-616),Secret Identity,,,,Female Characters,,Living Characters,3.0,Mar-09,2009.0,Marvel,
8202,Maximilian Ritter (Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Dec-09,2009.0,Marvel,
8203,Morass (Earth-616),Secret Identity,Bad Characters,White Eyes,Brown Hair,Female Characters,,Deceased Characters,3.0,Oct-09,2009.0,Marvel,
8204,Oboroth (Earth-616),No Dual Identity,,Yellow Eyes,Grey Hair,Male Characters,,Living Characters,3.0,Sep-09,2009.0,Marvel,
8205,Pannix (Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Mar-09,2009.0,Marvel,
8206,Penny Panzer (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8207,Pythagoras Dupree (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Nov-09,2009.0,Marvel,
8208,Salac Tuur (Earth-616),Public Identity,Neutral Characters,,,Male Characters,,Living Characters,3.0,May-09,2009.0,Marvel,
8209,Thomas Jefferson (Earth-616),Public Identity,Good Characters,,,Male Characters,,Deceased Characters,3.0,Dec-09,2009.0,Marvel,
8210,Travis Nevins (Earth-616),,,,,Male Characters,,Living Characters,3.0,Dec-09,2009.0,Marvel,
8211,Wendigo (American) (Earth-616),Secret Identity,Bad Characters,Green Eyes,White Hair,,,Living Characters,3.0,Jan-09,2009.0,Marvel,
8212,Yana Li (Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Female Characters,,Living Characters,3.0,Aug-09,2009.0,Marvel,
8213,Archon (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Aug-10,2010.0,Marvel,
8214,Bakuto (The Hand) (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,Apr-10,2010.0,Marvel,
8215,Cherry Blossom (Earth-616),Secret Identity,Good Characters,Black Eyes,Pink Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0,Marvel,
8216,Damiella (Earth-616),Secret Identity,Good Characters,,Pink Hair,Male Characters,,Living Characters,3.0,Jun-10,2010.0,Marvel,
8217,Fahd Alireza (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Feb-10,2010.0,Marvel,
8218,Galileo Galilei (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,Jun-10,2010.0,Marvel,
8219,Gyre (Raptor) (Earth-616),No Dual Identity,Bad Characters,,,,,Living Characters,3.0,Jan-10,2010.0,Marvel,
8220,Inhuman Torch (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3.0,May-10,2010.0,Marvel,
8221,Makoto (The Hand) (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Apr-10,2010.0,Marvel,
8222,Makro (Earth-616),Secret Identity,Bad Characters,,No Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0,Marvel,
8223,Monster (Dream Realm) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Aug-10,2010.0,Marvel,
8224,Mustafa Kazun (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Sep-10,2010.0,Marvel,
8225,Neutron (Second) (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,3.0,May-10,2010.0,Marvel,
8226,Number Ninety-Six (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,,Deceased Characters,3.0,Feb-10,2010.0,Marvel,
8227,Olvido (Earth-616),Secret Identity,Bad Characters,,Blue Hair,Male Characters,,Living Characters,3.0,Oct-10,2010.0,Marvel,
8228,Phorcys (Earth-616),Public Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3.0,Jan-10,2010.0,Marvel,
8229,Reina Alvarez (Earth-616),Public Identity,Good Characters,Brown Eyes,,Female Characters,,Living Characters,3.0,Oct-10,2010.0,Marvel,
8230,Ryan Ralston (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Aug-10,2010.0,Marvel,
8231,Skinner (FBI) (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Nov-10,2010.0,Marvel,
8232,Steven Rogers (Dr Bong Clone) (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,3.0,Nov-10,2010.0,Marvel,
8233,Superior (Bastards of Evil) (Earth-616),Secret Identity,Bad Characters,Green Eyes,No Hair,Male Characters,,Living Characters,3.0,Sep-10,2010.0,Marvel,
8234,Takashi (The Hand) (Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3.0,Apr-10,2010.0,Marvel,
8235,Thane (Ano-Athox) (Earth-616),Public Identity,Bad Characters,Yellow Eyes,Red Hair,Male Characters,,Deceased Characters,3.0,Nov-10,2010.0,Marvel,
8236,Vaipala Rani (Earth-616),,Neutral Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0,Marvel,
8237,William Nguyen (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3.0,May-10,2010.0,Marvel,
8238,Yuki (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,Oct-10,2010.0,Marvel,
8239,Yutaka (The Hand) (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Apr-10,2010.0,Marvel,
8240,Adam Mann (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,Apr-11,2011.0,Marvel,
8241,Agent Anesthesia (Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Female Characters,,Living Characters,3.0,Jan-11,2011.0,Marvel,
8242,American Panther (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Sep-11,2011.0,Marvel,
8243,Angrir (Earth-616),Public Identity,Bad Characters,Orange Eyes,No Hair,Male Characters,,Living Characters,3.0,Aug-11,2011.0,Marvel,
8244,Bonegrinder (Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Deceased Characters,3.0,Oct-11,2011.0,Marvel,
8245,Burnt Orange (Earth-616),Secret Identity,,,,,,Deceased Characters,3.0,Feb-11,2011.0,Marvel,
8246,Commander Kak (Earth-616),Public Identity,Good Characters,Yellow Eyes,,Male Characters,,Living Characters,3.0,Apr-11,2011.0,Marvel,
8247,Cu Sith (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Green Hair,,,Living Characters,3.0,Aug-11,2011.0,Marvel,
8248,Darkstrider (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3.0,Dec-11,2011.0,Marvel,
8249,Driver Reese (Earth-616),,Neutral Characters,Green Eyes,Black Hair,Female Characters,,Deceased Characters,3.0,Feb-11,2011.0,Marvel,
8250,Endgame (Legion Personality) (Earth-616),Secret Identity,Bad Characters,,,,,Living Characters,3.0,Jul-11,2011.0,Marvel,
8251,Funtzel (Earth-616),No Dual Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,3.0,Apr-11,2011.0,Marvel,
8252,Greithoth (Earth-616),Public Identity,Bad Characters,Orange Eyes,Bald,Male Characters,,Living Characters,3.0,Aug-11,2011.0,Marvel,
8253,Grigori (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Feb-11,2011.0,Marvel,
8254,Gun Metal (Earth-616),Secret Identity,,,,,,Deceased Characters,3.0,Feb-11,2011.0,Marvel,
8255,Haleena (Earth-616),Public Identity,Neutral Characters,,Black Hair,Female Characters,,Living Characters,3.0,Jun-11,2011.0,Marvel,
8256,John Russel (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Jul-11,2011.0,Marvel,
8257,Jonathan Standish (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,Sep-11,2011.0,Marvel,
8258,Josh Glenn (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Sep-11,2011.0,Marvel,
8259,Karen Anderson (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Brown Hair,Female Characters,,Living Characters,3.0,Jul-11,2011.0,Marvel,
8260,Kasha (Earth-616),Secret Identity,Bad Characters,Black Eyes,Red Hair,Female Characters,,Living Characters,3.0,Aug-11,2011.0,Marvel,
8261,Kingsley Rice (Zombie Clone) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,May-11,2011.0,Marvel,
8262,Leonard Walls (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3.0,Jun-11,2011.0,Marvel,
8263,Mahmoud Ahmadinejad (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3.0,Sep-11,2011.0,Marvel,
8264,Mr. Ichiki (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3.0,Apr-11,2011.0,Marvel,
8265,Nia Jones (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,3.0,Dec-11,2011.0,Marvel,
8266,Obb (Earth-616),No Dual Identity,Neutral Characters,White Eyes,No Hair,Male Characters,,Living Characters,3.0,Apr-11,2011.0,Marvel,
8267,Okami (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Aug-11,2011.0,Marvel,
8268,Paris Green (Earth-616),Secret Identity,,,,,,Deceased Characters,3.0,Feb-11,2011.0,Marvel,
8269,Robert Christansen (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3.0,Jul-11,2011.0,Marvel,
8270,Rocky Flint (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Oct-11,2011.0,Marvel,
8271,Rupert Kingsley (Earth-616),Secret Identity,Good Characters,,No Hair,Male Characters,,Living Characters,3.0,Sep-11,2011.0,Marvel,
8272,Skirn (Earth-616),Public Identity,Bad Characters,,,Female Characters,,Living Characters,3.0,Jul-11,2011.0,Marvel,
8273,Sophia Sanduval (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,,Living Characters,3.0,Apr-11,2011.0,Marvel,
8274,Susan in Sunshine (Legion Personality) (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Jul-11,2011.0,Marvel,
8275,Terry Roland (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,Nov-11,2011.0,Marvel,
8276,Baylee Ann (Earth-616),,Bad Characters,,Blond Hair,Female Characters,,Living Characters,3.0,Jul-12,2012.0,Marvel,
8277,Bloodbath (Earth-616),Secret Identity,Bad Characters,Red Eyes,,Male Characters,,Living Characters,3.0,Jan-12,2012.0,Marvel,
8278,Captain Nemo (Earth-616),No Dual Identity,,,Brown Hair,Male Characters,,Living Characters,3.0,Jun-12,2012.0,Marvel,
8279,Deconsecrator (Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,Aug-12,2012.0,Marvel,
8280,Fifty-One (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Sep-12,2012.0,Marvel,
8281,Flower (Assassin) (Earth-616),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jun-12,2012.0,Marvel,
8282,Hunter (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Aug-12,2012.0,Marvel,
8283,Jason Wyngarde (Clone) (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Grey Hair,Male Characters,,Deceased Characters,3.0,Jan-12,2012.0,Marvel,
8284,Jefferson Chambers (Earth-616),,,,,Male Characters,,Living Characters,3.0,Oct-12,2012.0,Marvel,
8285,Johnny Ito (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,Sep-12,2012.0,Marvel,
8286,Krakoa (Sinister London) (Earth-616),,Bad Characters,Red Eyes,No Hair,,,Deceased Characters,3.0,Aug-12,2012.0,Marvel,
8287,Machete (unnamed female) (Earth-616),,Bad Characters,,,Female Characters,,Living Characters,3.0,Aug-12,2012.0,Marvel,
8288,Menace (Covenant) (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Oct-12,2012.0,Marvel,
8289,Meteor (Earth-616),Secret Identity,Good Characters,Red Eyes,Red Hair,Male Characters,,Deceased Characters,3.0,Dec-12,2012.0,Marvel,
8290,Minister Marvel (Earth-616),Public Identity,Neutral Characters,Green Eyes,No Hair,Male Characters,,Deceased Characters,3.0,Jun-12,2012.0,Marvel,
8291,Pietro Maximoff (Clone) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Silver Hair,Male Characters,,Deceased Characters,3.0,Jan-12,2012.0,Marvel,
8292,Red Feather III (Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3.0,Nov-12,2012.0,Marvel,
8293,Scout (Mutant) (Earth-616),Secret Identity,Good Characters,Green Eyes,Yellow Hair,Male Characters,,Living Characters,3.0,Dec-12,2012.0,Marvel,
8294,Shadowshift (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3.0,Dec-12,2012.0,Marvel,
8295,Skunk Ape (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Red Hair,Male Characters,,Living Characters,3.0,Nov-12,2012.0,Marvel,
8296,Star (Earth-616),Secret Identity,Good Characters,Hazel Eyes,,Male Characters,,Living Characters,3.0,Apr-12,2012.0,Marvel,
8297,Terrance Mitchell (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3.0,Mar-12,2012.0,Marvel,
8298,Virusplague (Earth-616),Secret Identity,Neutral Characters,,,,,Living Characters,3.0,Apr-12,2012.0,Marvel,
8299,Wanda Maximoff (Clone) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Auburn Hair,Female Characters,,Deceased Characters,3.0,Jan-12,2012.0,Marvel,
8300,Wyatt Crowley (Earth-616),,,,,Male Characters,,Living Characters,3.0,Oct-12,2012.0,Marvel,
8301,X-666 (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3.0,Apr-12,2012.0,Marvel,
8302,Alexandra Draguno (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,,Living Characters,3.0,Jan-13,2013.0,Marvel,
8303,Bride (Earth-616),Secret Identity,Neutral Characters,Grey Eyes,White Hair,Female Characters,,Living Characters,3.0,Feb-13,2013.0,Marvel,
8304,Galahad (Wilheim) (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,3.0,Jan-13,2013.0,Marvel,
8305,Hitman (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3.0,Jan-13,2013.0,Marvel,
8306,Ikari (Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,3.0,Jun-13,2013.0,Marvel,
8307,Justicar (Earth-616),Public Identity,Neutral Characters,,,Female Characters,,Deceased Characters,3.0,Apr-13,2013.0,Marvel,
8308,Tumbler (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jan-13,2013.0,Marvel,
8309,Unicorn (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,Jan-13,2013.0,Marvel,
8310,Validator (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3.0,Jun-13,2013.0,Marvel,
8311,Yun Guang Han (Earth-616),,Bad Characters,Green Eyes,Black Hair,Male Characters,,Living Characters,3.0,Feb-13,2013.0,Marvel,
8312,A. G. Bell (Earth-616),Secret Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8313,Anderson (Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,,,Marvel,
8314,Baby Face Johnny (Earth-616),,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8315,Bonham (Earth-616),Secret Identity,Bad Characters,Grey Eyes,Red Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8316,Chief Mate (S.S. Recovery) (Earth-616),No Dual Identity,Neutral Characters,,Brown Hair,Male Characters,,Deceased Characters,3.0,,,Marvel,
8317,Comte de Saint Germain (Earth-616),,,,,Male Characters,,Living Characters,3.0,,,Marvel,
8318,Daedikaron (Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,3.0,,,Marvel,
8319,Digger (Outcasts) (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8320,Dwight D. Eisenhower (Earth-616),No Dual Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8321,Ev Carley (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,3.0,,,Marvel,
8322,Felipe Picaro (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8323,Harbin Zemo (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,,Deceased Characters,3.0,,,Marvel,
8324,Igor Starsky (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,,,Marvel,
8325,Jimmy Everett (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8326,Johnny Kitano (Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8327,Kite (Contingency) (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8328,Madam Swabada (Earth-616),,Bad Characters,,Grey Hair,Female Characters,,Living Characters,3.0,,,Marvel,
8329,Matthew Mitchell (Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8330,Michael Farrel (Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8331,Minxi (Earth-616),Secret Identity,Good Characters,Blue Eyes,Purple Hair,Female Characters,,Living Characters,3.0,,,Marvel,
8332,Mrs. Canty (Earth-616),Public Identity,Neutral Characters,,Grey Hair,Female Characters,,Living Characters,3.0,,,Marvel,
8333,Queen Ursula (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Female Characters,,Living Characters,3.0,,,Marvel,
8334,Ricketts Johnson (Earth-616),,,,,Male Characters,,Living Characters,3.0,,,Marvel,
8335,Rod Nelson (Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Deceased Characters,3.0,,,Marvel,
8336,Sid (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,,,Marvel,
8337,Sky-Walker (Earth-616),,,White Eyes,,Male Characters,,Living Characters,3.0,,,Marvel,
8338,Sluice (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,,,Marvel,
8339,Titano (Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3.0,,,Marvel,
8340,Tros (Earth-616),Public Identity,,,,Male Characters,,Deceased Characters,3.0,,,Marvel,
8341,Whitie (Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8342,Xraven (Earth-616),No Dual Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8343,Zabyk (Earth-616),No Dual Identity,Bad Characters,Black Eyes,Green Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8344,8-Ball (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,,,Marvel,
8345,Abdi (Earth-616),No Dual Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3.0,,,Marvel,
8346,Al-Thahab Al-Aswad (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Male Characters,,Deceased Characters,3.0,,,Marvel,
8347,Answer (Hobgoblin) (Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3.0,,,Marvel,
8348,Artaud Derrida (Earth-616),Public Identity,Bad Characters,Black Eyes,White Hair,Male Characters,,Living Characters,3.0,,,Marvel,
8349,Banshee (North Korean Mutate) (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,Black Hair,Male Characters,,Living Characters,3.0,,,Marvel,
